Data,Sentiment
দবিমিক পরকাশনীর অনযানয বইয়ের মতো সুশৃঙখলভাবে লিখা হয়নি এত কম লিখলে পাঠককের চাহিদা পূরণ হবে না,0
ভালো বই পড়ে ভালো লেগেছে,1
খুবই নিখুঁতভাবে সহজ সরল জীবন আমাদের সমাজের চিরায়িত ঘটনার বহিঃপরকাশ গলপের মাধযমে লেখক হিসেবে ইশতিয়াক আহমেদ তুলে ধরেছেন খুবই সুনদর লেখা মুগধ,1
বইটি পড়ে খুব মজা পেয়েছি,1
গবেষণা করতে বযরথ হয়েছি এমন কিছু নয় যা সাধারণত পছনদ করি অতিরিকতভাবে ভাল লিখিত বিরকতিকর খুব সমতল নয়,0
খুবই ভালো হয়েছে বইটা,1
আউটসোরসিং অতযনত ভাল বই,1
যথেষট বিরকতি নিয়ে পড়া শেষ করেছি হুমায়ূন আহমেদের হঠাৎ কেন মিসির আলির বইতে ঢুকতে ইচছে করেছে জানি না বইতে উপসথিতি বিরকতির মাতরা অনেকাংশে বাড়িয়ে দিয়েছে,0
ফালতু পুরো সমটাই বৃথা গেছে,0
বইটি বিবরতকর বলে মনে করেছি পৃষঠার পরে গরাফিকের বিশদ পৃষঠাটি আমাকে অসুসথ তুলেছে গলপটিতে যোগ করার কিছুই করেনি,0
তবে আপনি যদি খরিসটান বিদবেষী না হন তবে সিরিজটি আপততিকর বেশ জঘনয মনে হবে সিরিজটি মোটেই সুপারিশ করি না,0
সিরিজের বইটি সমপরকে একমাতর ভাল জিনিস হ ল অনযানয পরযালোচকদের হতাশা পরকাশ পড়ার আননদ পেয়েছি,0
শংকরের বিখযাত বইটা অবশেষে শেষ করলাম বেশ দীরঘ সময় নিয়ে পড়ে শেষ করতে হয়েছে এটা কাছে মনে হয়েছে উপনযাসের শুরুতে লেখক যেরকম আগরহ ধরে রাখতে পেরেছেন পরবরতীতে তেমনটা পারেন নি পুরো বই জুড়ে লেখক সেই একই শাহজাহান হোটেলের বরননা দিয়ে যাচছেন তো যাচছেন ই মাঝে মাঝে মনে হয়েছে বইটা আবাসিক শান শওকত ওয়ালা হোটেলে করমরত এক করমচারীর ডায়রী পুরো বইতে লেখক শাহজাহান হোটেলের নাম নিয়েই গেছেন অথচ শাহজাহান বানানটাই ইচছে বার বার শাজাহান লেখেছেন যেটা কলকাতা কেনদরীক বুদধিজীবী দের সবভাব বলুন নষটামি ই বলুন এছাড়া কিছু নয়,0
করুন করুন করুন এটা করুন ওটা করুন করুন বই টা ঘিরে এক রাশ হতাশাই পরকাশ করলাম,0
কিছু কিছু বই একবার পড়লেই হয় কিছু কিছু বই  বার পড়ার পরেও মনে হয় আরেকবার পড়ি যেমন বিদযুৎ মিতরের সঠিক নিয়মে লেখা পড়া কিছু কিছু বই যেইগুলা পড়া উচিত না বইটা তৃতীয় পরযায়ের বই শুধু তারাই উপকৃত হবে যারা জীবন যুদধে পুরোপুরি বিপরযসত পরাজিত যাদের কোনো আশা নাই বই পরথম  পৃষটায় লেখক পড়াশোনার পদধতি সংকরানত কিছুই বললেন নাই আলোচনার এক পরযায় তিনি সমাজে নারীদের অবসথান নিয়ে কথা বলা শুরু করেন তারপরেও যা কিঞচিৎ আলোচনা শুরু হয় তও অগোছালো ভাসা ভাসা বিদযুৎ মিতরের সঠিক নিয়মে লেখা পড়া বইটি নিজে পড়ুন কিংবা কোনো ছাতর কে দিন জীবন পালটে যাবে,1
সাধারন বইয়ের আকারে অনেক ছোট পৃষঠা সংখযাও গুটিকয়েক কিনতু ছোট বইখানায় জাফর ইকবাল সযার আমাদের মুকতিযুদধের ইতিহাস তুলে ধরেছেন টা অবিশবাসয কাজ একমাতর জাফর ইকবাল সযার পকষেই সমভব মুকতিযুদধের সামগরিক রুপ শহীদদের আতমতযাগ রকতসনাত বাংলাদেশের কথা লেখক বিধৃত করেছেন লেখক ছোট বই জাফর ইকবাল সযার কে অনেক ধনযবাদ,1
কবির সাথে নেপাল দারজিলিং ভরমন খারাপ লাগলো না ভরমনের পাশাপাশি খানিকটা ইতিহাসের বরননা থাকায় নেপাল সমপরকে জঞান অনেকটা বাড়লো ধনযবাদ লেখক আবিদ ফায়সাল কে,1
আজকাল মুজাই সযারের সাই ফাই কিনে টাকা নষট করা মেজাজ খারাপ করা বাদ দিয়েছি তবুও হাতে পড়ে গেল মনে পড়ে ফেললাম কোনো আশা করিনি জানি খারাপই হবে আশা নিয়ে পড়িনি তাই কম খারাপ লেগেছে তাই একের জায়গায় দুই তারা দিলাম করোমিয়াম অরনয ফিনিকস আশি ভাগ নকল পৃ বিশ ভাগ পৃ তরলে ডোবানো অসংখয মসতিষক ছিলো করেনিয়াল শূনযে ঝোলানো অসংখয মানুষের শরীরেই যা তফাৎ হযাঁ কিছু রুহান রুহান মুজাই সযার আজকাল কেন ফিকশন লিখেন শুধু সায়েনস কলাম লিখলেই তো অনেক হয়,0
সব ধবংসের শেষে মানুষ নিজের পাশে দাঁড়াতে পারে নিজের কাঁধে হাত রেখে আগুনপাখি নামের এপিকধরমী উপনযাসটিতে মানুষের সেই বিজয়ী কিনতু নিঃসঙগ রূপটি এঁকেছেন হাসান এক ধরণের নিরলিপতি সুতীবর মমতা কষমায় শুধু রচনাশৈলীর কারণে বইটি বাংলা সাহিতযে অননয তা না আগুনপাখি অননয অভূতপূরব গলপের শকতিতেও,1
খুব উপকারি নয়,0
লিপমযানের বইগুলি পছনদ করার চেষটা করেছি তিনি একজন ভাল লেখিকা তবে তাঁর গলপগুলি কাছে জনম দিয়েছে বই কখনও পড়ব না,0
মিসির আলি সিরিজের সরবশেষ বই হতাশ হলাম বইটা পড়ে এরকম কাহিনীর মাধযমে সিরিজটা শেষ হয়েছে ভাবতে খারাপ লাগছে,0
সতযিকার অরথে অপেকষা করতে লাইবরেরি এটি সনধান বা সরবাধিক অরধমূলযের বইয়ের দোকানে কিনেছিলাম,0
বেসিক কনছেপট অনযরকম বই,1
বইটি আসলেই ভালো তৌহিদুর রহমান উদয়ের তিনটি বই পরকাশিত হয়েছে মধযে দুটো পড়ছি দুটোই অনেক ভালো বই সেগুলো হল কণা কোয়ানটাম পরিচিতি আইনসটাইন আপেকষিকতা র তততব মহাবিশব,1
মাযহাবকে অনধ অনুসরণ না কেউ যদি সহীহ সুননাহ ভিততিক রাসূল স যেভাবে সলাত আদায় করতেন সেভাবে আদায় করতে চান তবে বইটি পড়া অতযনত জরুরী,1
বলব পরতযেক পেশার মানুষের এটা পড়া খুবই গুরুতবপূরণ,1
খুবই কটিন ভাসা বুঝা যায় না,0
বইটি লেখার কোনও কারণ কখনই আবিষকার করতে পারি নি দুঃখিত এটি কিনডলে জায়গা নিচছে,0
অসাধারণ,1
বাদে আরচার লিখেছেন সব আদর করেছেন মধয দিয়ে যেতে খুব কষট হচছে এটি পছনদ না বা এটি পছনদ করুন,0
সযারের সবগুলো বইই অসাধারণ বইটিও বযাতিকরম নয় বইটি খুব ভালো লেগেছে যারা পড়বেন আশা করি তাদেরও ভালো লাগবে,1
মানুষ ভাবছে বা বলছে সেটা মাথা বযাথা না বইটা পড়ে ভালো লেগেছে মনে হয় পরতযেকটা মানুষের বই টা একবার পড়ে দেখা উচিৎ পুরোটা শেষ পরযনত পড়া উচিৎ ধনযবাদ সোলায়মান সুখন ভাই এমন বই আমাদের উপহার দেয়ার,1
আলহামদুলিললাহ অতযনত সুখপাঠয সুনদর ফরমযাটের বই বইটি নিজের সংগরহে রাখা উচিত সাধযমত পরিচিতজনদের বিশেষ শিশু কিশোরদের উপহার দেয়া উচিত,1
মারাতমক জিমমি পরিসথিতির উপনযাসের বযাখযা দেওয়ার হতাশাজনক পরচেষটা বইটিতে সলটারের পূরববরতী পরচেষটার ফোকাস পদারথের অভাব রয়েছে,0
চলে আসো এটি পড়া সবচেয়ে খারাপ বই অপচয়,0
এটি অলপ বয়সক বযকতিদের বই অতযনত হিংসর হতাশার দুঃখিত বইটি কিনেছি এটি সুপারিশ করবে না,0
অতযনত বাজে অনুবাদ করেছেন মনে হচছিল দিয়ে করা,0
বইটি বিরকতিকর অনুমানযোগয বলে মনে করেছি এটি ঘরানার সাথে কিছুই যুকত না লেখকের লেখা ঠিক পলেইন খারাপ,0
সিরিজের পরবরতী বই পড়ার ইচছায় আছি কাছে ভালো লেগেছে পরচছদ খুব সুনদর,1
পলট অভিনব অনতত ডযান বরাউন বা কারো সাথে মিল পাইনি কিনতু সটোরিটেলিং লেখার ধরণ একেবারে যা তা নবিশদের মত অহেতুক অনেক জায়গায় টানা হয়েছে পরের টা পড়া উচিত কিনা বুঝতে পারছি না,0
ভালো গলপের পুরো বারোটা বাজিয়ে দিয়েছে নিমনমানের অনুবাদ অনুবাদক গুগল টরযানসলেটার বযবহার অনুবাদ সরাসরি সেটি কপি করেছেন মনে হলো জঘনযমানের অনুবাদ,0
তেরো বয়সের মেয়ে টুমপা থাকে মা সৎ বাবার সাথে আমেরিকায় বাংলাদেশের বৃষটিতে ভেজার শখ কিনতু বাবা মা কিছুতেই তাকে বাংলাদেশে পাঠাবে না শেষ পরযনত টুমপা বাবা মাকে রাজি করাতে পারে চলে আসে সবুজের দেশ বৃষটির দেশ বাংলাদেশে দেশে এসে টুমপা আপন বাবা সমপরকে ভয়ানক সতয কথা জানে বাবা সকিৎজোফরেনিয়া রোগী এটা এমন রোগ যেখানে রোগী অবাসতব জিনিষ নিয়ে ভয় পায় জিনিষটা নিয়ে ভয় পায় সেটা অবাসতব হতে পারে কিনতু ভয়টা পুরোপুরি বাসতব পরায় অনধকার ঘরে নিজেকে আটকে রাখে টুমপার বাবা সবাইকে সনদেহ টুমপা বাবাকে বোঝাতে চেষটা এটা ভয়ংকর অসুখ তাকে অসুখ নিয়েই বাঁচা শিখতে হবে একসময় টুমপা বাবাকে নিয়ে বাইরে বের হয় তখনই ছিনতাইকারীরা এসে তাদের সব কিছু নিয়ে যায় টুমপার বাবা আরও অসুসথ হয়ে পড়ে টুমপার বাবার ডাকতার এজনয টুমপাকে দায়ী টুমপা অনেকটা বাবার উপর অভিমান বাংলাদেশ ছেড়ে যাওয়ার সিদধানত নেয় এভাবেই কাহিনী এগিয়ে যেতে থাকে সবশেষে বলা যায় মুহমমদ জাফর ইকবালের লেখা সব বইয়ের মধযে বৃষটির ঠিকানা বইটি শরেষঠ,1
বইটি বেছে নিয়েছিলাম কারণ হাউচের লিখিত অনযদের বই পছনদ করেছিলাম তবে দুরভাগযকরমে এটি আমাকে অনেকটাই হতাশ করেছিল,0
একেবারে মূল বই টেলিভিশন সিরিজ পছনদ করি এটি সমপূরণ নিচু কিছুটা অদভুত ছিল,0
কলারেনসের দুরদানত তিহযে টমাস গোলডবারগ অরথ উপারজনকারীদের পরশংসা অরথোপারজন,0
আরো বই আশা করছি এইটা অসাধারণ ছিল,1
ভালো বই কিনতু বইটি শিকষারথীদের লেখা অথচ মূলয শিকষারথীদের হাতের নাগালে নয় আবার ধরণের বইতে বিশেষ কোনো ছাড়ও নেই দুঃখজনক,0
বইটি যদি উচচতর রেট দেওয়া যায় যদি এটি পণডিত উদদেশযে বযবহৃত হয় ভাল উদদেশয সহ এটি পড়া সহজ তবে পুরানো,0
সব কিছু মিলিয়ে চিরাচরিত কমিক বই গুলি সমপূরণ আলাদা চিতরাঙকন শুরু গলপ বলার ধরন সব কিছুতেই যেন এক ধরনের নতুনতব ছোয়া নিরদিধায় এমন অসাধারণ সুনদর কাজ অসংখ পরশংসার দাবি রাখতেই পারে ধনযবাদ কলপবাবু এরকম অননয পরচেষটার,1
ভূত অনতরভুকত করার বইটিতে অনেক বেশি লোক ছিল গলপটির কোনও মানে হয়নি বইটিতে ভাল কেউ মারা গেছে বিষয়টি ঘৃণা করি,0
বইটা পরতযাশা পূরণ করতে বযরথ হয়েছে চরমভাবে বযরথ,0
বইটি এত কিশোর হাসযকর এটি পড়া শেষ করতে পারিনি পুরো গলপটি বাকযটিতে রান,0
এক কথায় দারুন,1
লেখক মুকতিযূদধকে নিজের সাবলীল ভাষায় এতটুকু বিকৃত না পরকাশ করেছেন তরুণ পরজনমের কাছে যেকোন মানুষের জনযই বইটি উপযুকত বইটি যেন মনের মাঝে সৃষটি সবাধীনতার তীবর আবেগ বইটি ছোট কিনতু মাঝেই যতটুকু কনটেনট লেখক নিয়েছেন তারপর কারো আরও জানার ইচছা হলে রয়েছে রেফারেনসগুলো এক কথায় এটি লেখকের অনযতম শরেষঠ কাজ নিঃসনদেহে,1
বই সমপরকে নতুন বলার কিছুই নেই অনেক ভালো লেগেছে,1
মাসটার পাসওয়ারড বইটিতে খুবই সুনদর ভাবে সফল হবার কৌশলগুলো বরণনা করা আছে বইটি পরে খুবই ভাল লেগেছে জনাব গাজী ইয়ার মোহামমদ জনাব এম মোরশেদ হায়দার সাহেবকে অসংখয ধনযবাদ এমন সুনদর বই উপহার দেয়ার,1
উপনযাসের বিষয়বসতু খুব সুনদর কিনতু অনুবাদের মান নিমনমানের অজশর বানান ভুল ভাষার সঠিক পরয়োগ হয়নি দুরবল অনুবাদের কারণে উপনযাসটি পড়ে মজা নেই বরং মুল ইংরেজী সংসকরণ পড়াই উততম,0
শেয়ার বাজার জিজঞাসা বইটি পড়েছি সাধারন বিনিয়োগকারী হিসেবে বইটি পড়ে অনেক কিছু শিখেছি মনে হয় শেয়ার বাজার তথয সমৃদধ বইয়ের মধযে এটি অনযতম বই,1
যখন ছোট তখন বড় ভাইয়া বইটা উপহার দিয়েছিলেন সামনে খুলে দিয়েছিলেন জানালা যা দিয়ে অবাক বিসময়ে দেখেছিলাম বিশবটাকে শিশু কিশোরদের খুব ভালো বই,1
রহসয জনক বই পড়ে ভাল লাগল,1
বইটি শেষ হয়েছে তবে এটি উপভোগ করা হয়নি সময়ে সময়ে এড়িয়ে যাওয়া বিরকতিকর ছিল চরিতরগুলি বাসতব বোধ করেনি হলিউড গলিটজ আকরষণীয় নয়,0
ফাউল বই,0
পরতিটি কাহিনীই অনেক তথয শিকষা মূলক সূচনা আমাকে সবচাইতে বেশি আকৃষট করেছে গলপ গুলো পড়ার,1
পড়া অনযতম সেরা এক টি বই,1
খুবই হতাশাজনক জয় রকসি আমেরিকান মহিলাদের খারাপ নাম দিয়েছেন ধারণা কযাটী মযাকএলিসটার আমেরিকান মহিলাকে খুব বেশি ভাবেন না বই সুপারিশ করবে না,0
বইটিকে একেবারে ঘৃণা করেছি মনে করি এটি পরিবার সমপরকে ছিল এটি ইনসটল করা বলিজারড চলাকালীন জীবনযাতরা মূলত মেটরোলজি সমপরকে,0
খুবই ভাল বই,1
পরথমত বইটির নাম হাইজেনবারগের গলপ হওয়ার কারণে মনে করছিলাম বইটি হাইজেনবারগের জীবন কাহিনী বই কিনতু বইটির  টা গলপের মধযে গলপ হাইজেনবারগেরকে নিয়ে দবিতীয়ত বইটি হাইজেনবারগের কে নিয়ে না হলেও হাইজেনবারগের ছিলেন একজন পদারথবিদ কিনতু বইয়ের তিনটা গলপে পদারথবিজঞান নিয়ে কথা বলা হয়েছে বইয়ের বাকি সবগুলা গলপ মেডিকযাল সাইনস ইতিহাস মাইকরোবায়োলজি নিয়ে যদিও বায়োলজি খুব পছনদ না তারপরও বইটি অনেক ভালো লেগেছে গলপে গলপে অনেক কিছু জানতে পেরেছি মেডিকযাল সাইনস মাইকরোবায়োলজি সমপরকে যা আগে জানতাম না অনেক সহজ ভাষায় বিজঞানের অনেক বড় বড় আবিষকারের কথা জানতে পেরেছি যা আমাদের মতো বিজঞান পরেমীদের আরো উদবুদধ শামির মনতাজিদ ভাই পরতযেকটা গলপের শেষে উকতি দিয়েছেন যা খুব ভালো লেগেছে মনে হয় যাদের বিজঞান ভালো লাগে না তারাও বইটি পছনদ করবে যাদের ভালো লাগে তাদের তো কথাই নেই বইটি গলপ গুলো ভালো হলেও বইটিতে অনেক গুলা পৃষঠা নষট করা হয়েছে যা উচিত হয়নি,0
বইটি শেষ করতে পারিনি এটি পছনদ নি এটি শিশুদের বইয়ের চেষটা ছিল এটি দৃষটিতে বযরথ হয়েছিল তৃতীয় চতুরথ শরেণির বই,0
ফালতু বই,0
বাংলা হারড সায়েনস ফিকশনের অনযতম শরেষঠ বই,1
খুব মজার বই,1
ঢাকার বাসিনদা হিসেবে সবসময় কৌতূহল ছিল শহরের ইতিহাস সমবনধে কিনতু পরযনত যেসব বই পড়েছি বিষয়ে সবগুলোতে পুঁথিগত ইতিহাস ছিল ছিল না মানুষের গলপ কিনতু ঢাকা পুরাণ পড়ার পর আকষেপ ঘুচেছে লেখক ঢাকার ইতিহাস তুলে ধরেছেন গলপের ছলে ঢাকার সাধারণ মানুষের ইতিহাস জানার বইটি অবশয পাঠয,1
বরাবরের মতোই ভালো লেগেছে শাহরিয়ার সাহেবের বইটি,1
সুনদর বই ইসলামের ইতিহাস জানার অপরিহারয বই এক বইতে ফিলিপ কে হিটটি সযার সৈয়দ আমীর আলী কযারেন আরমসটরং ইবনে ইসহাক ইবনে হিশাম ইসলামী ইতিহাসবিদদের বিভিনন মতবাদ আদরশ গবেষণা সথান পেয়েছে কুরআন হাদীসের পাশাপাশি বইতে লেখক তাওরাত তালমুদ বাইবেল ভযাটিকানের বিভিনন ডকুমেনটস খুব সহজ ভাষায় বযকত করেছেন ধনযবাদ সযারকে পাঠক সমাজকে সুনদর উপহার দেওয়ার,1
ধরমীয় মতবাদের কষেতরে পড়া শরেষঠ বই যেটা পড়ে এক বিনদুও বিরকত লাগেনি কযটাগরি র অনযানয বইগুলোর মত,1
তিনবার চেষটা করেছি বইতে ুকতে পারি নি,0
সাধারণ বিরকতিকর আমিশ পরেমের গলপ আপনি কী বলতে যাচছেন তা বলতে পারেন অনযানয সিরিজের অনযানয টি ঠিক মতো বিরকতিকর,0
শিরোনাম করেতাকে এতে আচছনন হতে অনুপরাণিত লেখকের পাঠযোগয হিসাবে ইতিহাস নিয়ে কাজ করা দরকার বইটি ভয়ানক ছিল,0
জাফর ইকবাল সযার লেখা অসাধারণ কিছু বই,1
ওয়াক থু,0
ভালো লাগেনি একদম সবকিছুই কেমন যেন খাপছাড়া এলোমেলো ছিল শুধু শুধু সময় নষট পড়া বইগুলোর মধযে,0
ভরমণ পরিয় বই মজার বই জানা শুনা অনেক কিছু আছে,1
জঘণয বই হুমায়ুন সযারের কাছে এধরনের বই কখনো পরতযাশিত নয়,0
মাতৃভূমির সঠিক ইতিহাস জানার পিপাসা ছিল সেটা অনেকাংশে মেটাতে পেরেছি নিরপেকষ লেখনী পকষপাতিতবহীন বই অনেক জেনেছি,1
যেগুলি পরতিদিন চিকিতসা বিশবে নেই তাদের পকষে সহজ পাঠযোগয নয় আপনার অরথ অপচয় করবেন না,0
অধযায় পড়েছি তারপর লাইবরেরিতে ফিরে চরিতরগুলি অসবাভাবিক খুব খারাপ গলপটি বিরকতিকর,0
উপনযাস শিখেছি অতযধিক অপরয়োজনীয় বিসফোরণ শিট বিরকতিকর বই হাহ,0
হযানিটি ফোকসের নিউজ টাইম সময়ে সময়ে রকষণশীল মিথযা ফেসট জিতে খেলায় সরবদা শীরষে থাকে ওরিলির উপর দিয়ে যান,0
অনেক অনেক ধনযবাদ এরকম বইয়ের আশা করি পযারাময় লাইফের পযারাগুলো কিছুটা হলেও কমে যাবে বইটা পড়ার পরে,1
বলতে পারি না এমন বই পড়ে আননদ পেয়েছি যেখানে পরতিবারের গৌণ চরিতর রকসি কথা বলেছিল সাথে সহিংসতা দেখতে চেয়েছি পুরোপুরি লাইটওয়েট পড়া,0
হৃদয় ছুয়ে দেয়ার মতো বই,1
বেশ ভাল লাগছে বইটি,1
সুণনাহ কেন বিদয়াত উৎপততি বিদয়াতের কুফল আমাদের সমাজে বিদয়াত সুননাহ বলে চলছে সুননাত সমপরকে একেবারেই অজঞ এসব তথযই বইয়ে পাবেন পাঠক বাংলা ভাষায় সুননাহ নিয়ে এতো ভালো বই সমভবত নেই অনতত পড়িনি বইটি কেনার আহবান রইল সবার পরতি,1
যারা ইসলাম সমপরকে বিভিনন বিষয় জানতে চান তাদের ভালো বই,1
আসুন আমরা কেবল এটিই বলেছি এটি পড়েছি এমন সবচেয়ে খারাপ বইগুলির মধযে খুশি কেবল দিয়েছি,0
অসাধারণ বই টীমের সফলতা ডিপেনড টীম ওয়ারক উপর টীমের সফলতা কারণে বাধাগরসত হয় বা হতে পারে সেটা অনেক ভালো ভাবে তুলে ধরা হয়েছে যারা টীম মেনেজ করেন তাদের বইটি পড়া জরুরী বলে মনে করি,1
বইটি পড়ে বুঝলাম বরতমান সমাজে রনধে রনধে বিদ আত ছেয়ে গেছে বইটি সতযি চমৎকার সকলের একবারের পড়া উচিত যেন বিদ আতের ফিতনা নিজেকে আতনশুদধি রাখতে পারে,1
বাজে অনুবাদ,0
বই সারথকতা যখন তা পাঠকের হৃদয় ছুঁয়ে যায় পাঠক নিজেকে বই অংশ ফেলে মনোপাখি পুরোটাই পেরেছে লেখকের শুভকামনা,1
অসাধারণ বইটা মুগধ হয়ে পড়েছি আশাকরি জীবনে কাজে লাগবে সবচাইতে ভালো লেগেছে তো হইসে লেখাটা,1
পড়া সেরা বই লেখকের পরতি ভালোবাসা শুভকামনা রইলো,1
সংশোধিত সংসকরণটির কোনও শিলপকরম নেই সিরিজটিতে শিলপকরম বড় ভূমিকা পালন শিলপকরম সহ সংসকরণ পান ফিরিয়ে দিচছি,0
বেশ ভাল,1
পড়া ওনার লিখা পরথম বই খুবই ভালো লেগেছে,1
অসাধারণ খুবই উপকারি বই ধনযবাদ ঝংকার মাহবুব ভাই,1
সেরা সেরা,1
বইটি পছনদ করতাম চাই এত লোক মারা না যায় দবিতীয় বই দেখতে ভাল লাগবে যেটি টি তারা,0
মা শা আললাহ ডা রাফান ভাইয়ের অনবদয বই হোমো সযাপিয়েনসঃরিটেলিং আওয়ার সটোরি বইটি পড়ে বিজঞানের অনেক ফাঁক ফোকর সমপরকে জানতে পারি ছোটবেলা বিজঞান আমাদের গেলানো হয়েছে মাঝে অসঙগতি বা তরুটিগুলো রয়েছে সেগুলো খুব সাবলীলভাবে তুলে ধরেছেন লেখক এছাড়া নাসতিকদের পূজনীয় ডারউইনের বিবরতনবাদ তততবের দফারফা করা হয়েছে বইটিতে পরতযেক বিজঞানপরেয়সী সচেতন মহলের পাঠক পাঠিকাবৃনদের অবশযপাঠয বই এটা,1
যা বলতে পারি তা হ ল এটি পড়েছি এটি সমপরকে সতযিকার অরথে খুব বেশি কিছু বলার নেই যা এটি ঠিক আছে,0
দুঃখিত বইতে ুকতে পারি নি ফযানটাসি পড়েছি তবে এটি সামনে এগিয়ে যায়নি ভাবি পড়েছি,0
সমসত একস ফাইলের বই পড়েছি এটি সবচেয়ে পরিয় ছিল এটি বিরকতিকর বিভরানতিকর ছিল,0
এক কথাইয় অসাধারন বই তবে অনুবাদ ভাল হয়নি বানান অনেক ভুল রয়েছে,0
বইটা পড়ে বুঝলাম লেখক বইটা লিখতে গিয়ে অনেক গবেষণা করেছেন অরথাৎ বইটা গবেষণাধরমী বই  পৃষঠার বইটিতে লেখক মোট  টা রেফারেনস দিয়েছেন রেফারেনসের সোরসগুলোও যথেষট গরহণযোগয ইসলাম নিয়ে তরুণ লেখকদের এরকম গবেষণাধরমী বই এখনো পড়িনি সেই হিসেবে লেখকের পরতি কৃতজঞ এরকম বই পাঠককে উপহার দেবার,1
জাফর ইকবালের বইয়ের মধযে সবচেয়ে ফালতু বই এটা,0
ফাটাফাটি উপনযাস খুব ভালো লেগেছে,1
রাগের আঙগুরগুলি ভয় ঘৃণযতার সাথে মিলিত হয় ডরাগগুলি ছাড়াই তারিখ অরথহীন,0
করিকেট খেলার আইন কানুন অপরাসঙগিক বিষয়ের বরণনাই বেশি বইয়ের নাম পরিবরতনের অনুরোধ রাখছি রেটিং ,0
বাজে বই সব ধানদা শেষ এখন আসছে বই লেখতে,0
বইটি সমপরকে যা বলতে পারি তা বিরকতিকর বিরকতিকর বিরকতিকর এটি শেষ করার যা করতে পেরেছিলাম তা ছিল একেবারেই সুপারিশ করি না,0
অসাধারণ বই আশায় আছি য় খণডের আশায়,1
বই শেষ হয়নি মনোযোগ দিন কিছু বলার নেই যেহেতু এটি সব পড়িনি সেখানে কিছু বলার নেই,0
এক কথায় চমৎকার দুই কথায় বেশি চমৎকার তবে রেফারেনসগুলোতে আরো মনোযোগ দেওয়া দরকার ছিলো উইকি রেফারেনস নয় যদিও কতিপয় নাসতিককে উইকির চরম ভকত হিসেবে পাওয়া যায় ইসলামি লেখনীর জগতে বই সবীয় সথানে উজজবল হয়ে রবে ইন শা আললাহ,1
মোটেই আগরহ ছিল না বিষয়টি আমাকে বিরকত করেছিল মনে করি না এটি ভাল লেখা ছিল শুধুমাতর অভিমত,0
ওরে পরেম ওরে কানদন ওরে পতিবরতা নারী জীবনের সারথকতা,0
একজন গড় পলামবার হিট মানুষটির চেয়ে আরও আকরষণীয় জীবন,0
ধারণা আপনি যখন খুব বেশি মূলয ছাড়ের কোনও বই কিনবেন তখন আপনি যা পরদান করবেন তা পাবেন জল হিসাবে দুরবল,0
বইটি পড়ে খুব ভালো লেগেছে লেখকের অনেক শুভকামনা রইলো,1
বেসট,1
বইটি পুজিবাজারের উপর বাংলায় লেখা দেখা সেরা বই উনার আগের বইগুলোও পরেছি সংগরহে রেখেছি এবারের বইটি বেশী তথযবহুল মনেহয় বইটি কেউ নিয়ে পরলে বাজারে বযবসা করার ধরনটাই পালটে যাবে বাজারে অনবরত লজ করা নিজেকে নিয়নতরন করতে পারবেন সেই সাথে পুজিবাজারের অনেক খুঁটিনাটি হিসেব শিখতে পারবেন আমরা অনেক খরচ করি মানুষের কাছে ফোন করি হিসেব জানার মনে হয়  টাকায় বইটা কিনে সংগরহে রাখলে কাউকে ফোন হিসেব শিখতে হবে না সরবোপরি পুজিবাজারের উপর এক অনবধয বই এটি,1
ধনযবাদ শামীর মোনতাজিদ ৷ ভালো লিখেছেন৷ গলপগুলি অনুপরেরণাদায়ক ৷ রকম বই আরো লিখা দরকার৷,1
উপনযাসটির শুরু শেষটা ছিল এক কথায় অসাধারণ তবে মাঝখানের কাহিনী ভিনন কাহিনীর মাঝ পরযায়ে অনেকবার মনে হয়েছে এটাকে টেনেটুনে বড় করা হচছে জাফর সযার অতযনত সুনদরভাবে গরামীণ জীবন মানুষের আচার আচরণ ফুটিয়ে তুলতে সকষম হয়েছেন আমরা যারা গরামীণ পরিবেশে বড় হয়েছি সাথে রিলেট করতে পারবো বেশ কয়টি ঘটনা আমাদের নসটালজিক ফেলবে যাইহোক বইটি পড়ার রিকোমেনড করবো সহজ সরল উপনযাস,1
চমতকার সাড়া জাগানো বই,1
ভরমণ সাহিতযের এক অনবদয সৃষটি,1
এত সুনদর বই আগে কেন পড়লামনা সেজনয খুব আফসোস হচছে নিজেকে নতুন উপলবধি করতে পারলাম লাইফই পরিবরতন দিয়েছে শিখেছি সেটি আপনি বইটি না পড়লে বুঝতেও পারবেননা অনুবাদটি খুব ভালো হয়েছে অনুবাদকের দৃষটি আকরষণ বলব সুনদর সুনদর কিছু বই অনুবাদ করুন,1
অনুবাদ খুবই মজাদার উপভোগয ছিল আশা করি অনুবাদকের আরো বই পাবো,1
আশাকরি ভালো বই পাবো এইভাবেই অনুবাদকের অনুবাদ খুব ভালো,1
অতযনত বাজে মিথযাচারে পরিপূরণ বই লেখক নিজে পথভরষট হয়েছে জাতিকে পথভরষট হবার চেষটা করছে,0
ভাল বই না খুব অবেদনিক আখযানটি দীরঘায়িত তথয মোটেই খুব ভাল নয়,0
অসাধারণ বই,1
